appid,query,video_id,url,title,contents_preview,published_at,date_classification,evidence_type
3749720,"""The Division Resurgence"" trailer",WhE68uZi1Bw,https://www.youtube.com/watch?v=WhE68uZi1Bw,The Division Resurgence: Official Launch Trailer,PLAY NOW! The Division Resurgence is available for free on IOS and Android. Download now on ...,2026-03-31T16:00:24+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" trailer",ZMdX_zMOF7E,https://www.youtube.com/watch?v=ZMdX_zMOF7E,The Division Resurgence - Official Launch Trailer,"Check out the launch trailer for The Division Resurgence, a mobile free-to-play third-person shooter RPG set in a shared MMO ...",2026-03-31T18:00:00+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" trailer",0AoHCmOa-1w,https://www.youtube.com/watch?v=0AoHCmOa-1w,The Division Resurgence: Official World Introduction Trailer,The fight for New York is not over! Rediscover the world-acclaimed franchise now on mobile with The Division Resurgence.,2022-12-07T17:00:01+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" trailer",4rJygmWDvKI,https://www.youtube.com/watch?v=4rJygmWDvKI,The Division Resurgence: Tactical Action CGI Trailer | Ubisoft Forward,Pre-register now to unlock unique rewards at launch! https://www.thedivisionresurgence.com/ The Division Resurgence is a ...,2023-06-12T17:31:14+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" trailer",7I-m5k77qTc,https://www.youtube.com/watch?v=7I-m5k77qTc,The Division Resurgence: Official Freemen Faction Trailer,"Get to know the Freemen enemy faction in Tom Clancy's The Division Resurgence, headed by Arthur King, a visionary futurist who ...",2026-03-26T15:00:10+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" gameplay",GQBK58MRhuI,https://www.youtube.com/watch?v=GQBK58MRhuI,The Division Resurgence Gameplay Walkthrough Part 1 (iPhone 17 Pro Max),The Division Resurgence Gameplay Walkthrough Part 1 - Recorded on the iPhone 17 Pro Max Thanks to Ubisoft the Code ...,2026-03-31T07:00:18+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" gameplay",-2CXmgaZ7q0,https://www.youtube.com/watch?v=-2CXmgaZ7q0,I Finally Played The Division Resurgence! | Review &amp; First Impressions,Download The Division Resurgence FREE:   https://tdr-wwl.onelink.me/3G20/Tekkan Tom Clancy's The Division Resurgence is ...,2026-04-07T10:47:57+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" gameplay",THGhipHLjNA,https://www.youtube.com/watch?v=THGhipHLjNA,FIRST TIME playing THE DIVISION MOBILE 🤯 (THE DIVISION RESURGENCE GAMEPLAY),Download The Division Resurgence here - https://tdr-wwl.onelink.me/3G20/ParkertheSlayerClips TikTok - @thedivmobile ...,2026-04-16T12:58:53+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" gameplay",lOm8wiFywkg,https://www.youtube.com/watch?v=lOm8wiFywkg,The Division: Resurgence - Official Gameplay Overview Trailer,"Watch the Gameplay Overview Trailer for The Division: Resurgence, a free-to-play mobile action third-person co-op in the ...",2026-03-03T18:30:59+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" gameplay",TqeNr6KPB_4,https://www.youtube.com/watch?v=TqeNr6KPB_4,14 Tips I WISH I KNEW Before Starting The Division Resurgence...,"Years after its initial reveal, The Division Resurgence has finally launched worldwide. Today, I'm breaking down 14 core game ...",2026-03-31T13:00:41+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" demo",TqeNr6KPB_4,https://www.youtube.com/watch?v=TqeNr6KPB_4,14 Tips I WISH I KNEW Before Starting The Division Resurgence...,"Years after its initial reveal, The Division Resurgence has finally launched worldwide. Today, I'm breaking down 14 core game ...",2026-03-31T13:00:41+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" demo",TfEzShVpPGc,https://www.youtube.com/watch?v=TfEzShVpPGc,The Division Resurgence 2026 - Best Tips/Guide For New Players,"Division resurgence 2026 beginner guide/tips for new players, a guide for players having trouble farming for the right resources, ...",2026-05-02T01:42:34+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" demo",gWU0r8HRNIk,https://www.youtube.com/watch?v=gWU0r8HRNIk,Demolitionist He Munition - Build Overview &amp; Test Damage Solo Heroic Nest - The Division Resurgence ,"Sorry for low quality video because of my device, but enjoy my video !! For better device : https://ko-fi.com/leozen Beli bakso ...",2026-05-14T07:30:31+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" demo",-2CXmgaZ7q0,https://www.youtube.com/watch?v=-2CXmgaZ7q0,I Finally Played The Division Resurgence! | Review &amp; First Impressions,Download The Division Resurgence FREE:   https://tdr-wwl.onelink.me/3G20/Tekkan Tom Clancy's The Division Resurgence is ...,2026-04-07T10:47:57+00:00,outside_window,youtube_video
3749720,"""The Division Resurgence"" demo",ryCZEJRvuG0,https://www.youtube.com/watch?v=ryCZEJRvuG0,The Division Resurgence - Normal Vs High Graphics #games #tomclancy #ubisoft #thedivision,,2025-09-12T03:29:02+00:00,outside_window,youtube_video
