snapshot_id,captured_at_utc,rank,appid,title,release_text,price_text,game_url,page_number,position_on_page
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,1,1422450,Deadlock,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1422450/Deadlock/,1,1
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,2,2719590,Light No Fire,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2719590/Light_No_Fire/,1,2
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,3,1774880,Blight: Survival,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1774880/Blight_Survival/,1,3
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,4,2769570,Fable,"Feb 23, 2027",$69.99,https://store.steampowered.com/app/2769570/Fable/,1,4
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,5,2109770,Kingmakers,Coming soon,Free,https://store.steampowered.com/app/2109770/Kingmakers/,1,5
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,6,2050420,ARK 2,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2050420/ARK_2/,1,6
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,7,4199910,"Total War: WARHAMMER 40,000",To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/4199910/Total_War_WARHAMMER_40000/,1,7
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,8,4165910,Steam Machine,Coming soon,Free,https://store.steampowered.com/app/4165910/Steam_Machine/,1,8
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,9,1846700,Witchbrook,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/1846700/Witchbrook/,1,9
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,10,1757350,ILL,2027,Free,https://store.steampowered.com/app/1757350/ILL/,1,10
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,11,2381520,Unrecord,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2381520/Unrecord/,1,11
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,12,4165890,Steam Frame,Coming soon,Free,https://store.steampowered.com/app/4165890/Steam_Frame/,1,12
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,13,3751260,The Blood of Dawnwalker,"Sep 2, 2026",$69.99,https://store.steampowered.com/app/3751260/The_Blood_of_Dawnwalker/,1,13
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,14,4115450,Phantom Blade Zero,"Oct 28, 2026",Unpriced (Coming Soon),https://store.steampowered.com/app/4115450/Phantom_Blade_Zero/,1,14
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,15,3751950,Assassin's Creed Black Flag Resynced,"Jul 9, 2026",$59.99,https://store.steampowered.com/app/3751950/Assassins_Creed_Black_Flag_Resynced/,1,15
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,16,2272360,"Warhammer 40,000: Dawn of War IV","Sep 17, 2026",$53.99,https://store.steampowered.com/app/2272360/Warhammer_40000_Dawn_of_War_IV/,1,16
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,17,3844970,Burglin' Gnomes,"Jun 10, 2026",Unpriced (Coming Soon),https://store.steampowered.com/app/3844970/Burglin_Gnomes/,1,17
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,18,2873440,Chrono Odyssey,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2873440/Chrono_Odyssey/,1,18
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,19,2638890,Onimusha: Way of the Sword,"Sep 24, 2026",$69.99,https://store.steampowered.com/app/2638890/Onimusha_Way_of_the_Sword/,1,19
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,20,3558670,Tomb Raider: Legacy of Atlantis,"Feb 12, 2027",$59.99,https://store.steampowered.com/app/3558670/Tomb_Raider_Legacy_of_Atlantis/,1,20
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,21,4095380,Soulframe,Coming soon,Free,https://store.steampowered.com/app/4095380/Soulframe/,1,21
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,22,2814860,Vindictus: Defying Fate,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2814860/Vindictus_Defying_Fate/,1,22
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,23,3727390,The Expanse: Osiris Reborn,Q2 2027,Free,https://store.steampowered.com/app/3727390/The_Expanse_Osiris_Reborn/,1,23
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,24,2963950,Persona 4 Revival,"Feb 18, 2027",$69.99,https://store.steampowered.com/app/2963950/Persona_4_Revival/,1,24
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,25,2582960,NAKWON: LAST PARADISE,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2582960/NAKWON_LAST_PARADISE/,1,25
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,26,2929250,over the hill,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/2929250/over_the_hill/,2,1
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,27,2590240,METRO 2039,February 2027,Free,https://store.steampowered.com/app/2590240/METRO_2039/,2,2
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,28,4077740,PUBG: Black Budget,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/4077740/PUBG_Black_Budget/,2,3
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,29,1940080,Rooted,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1940080/Rooted/,2,4
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,30,3292470,Tides of Annihilation,Coming soon,Free,https://store.steampowered.com/app/3292470/Tides_of_Annihilation/,2,5
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,31,3079210,Hell Let Loose: Vietnam,"Aug 13, 2026",$35.99,https://store.steampowered.com/app/3079210/Hell_Let_Loose_Vietnam/,2,6
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,32,3710600,"Warhammer 40,000: Dark Heresy",Coming soon,Free,https://store.steampowered.com/app/3710600/Warhammer_40000_Dark_Heresy/,2,7
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,33,3669870,CONTROL Resonant,"Sep 24, 2026",$59.99,https://store.steampowered.com/app/3669870/CONTROL_Resonant/,2,8
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,34,1340720,State of Decay 3,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1340720/State_of_Decay_3/,2,9
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,35,3016620,Alkahest,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3016620/Alkahest/,2,10
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,36,1431300,SAND: Raiders of Sophie,"Jun 10, 2026",Unpriced (Coming Soon),https://store.steampowered.com/app/1431300/SAND_Raiders_of_Sophie/,2,11
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,37,1280190,Falling Frontier,Coming soon,Free,https://store.steampowered.com/app/1280190/Falling_Frontier/,2,12
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,38,2231020,Chronicles: Medieval,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/2231020/Chronicles_Medieval/,2,13
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,39,4824610,Resident Evil Veronica,2027,Free,https://store.steampowered.com/app/4824610/Resident_Evil_Veronica/,2,14
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,40,2724650,The Bustling World,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2724650/The_Bustling_World/,2,15
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,41,3978820,Rules of Engagement: The Grey State,To be announced,Free,https://store.steampowered.com/app/3978820/Rules_of_Engagement_The_Grey_State/,2,16
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,42,1313230,Beautiful Light,December 2026,Unpriced (Coming Soon),https://store.steampowered.com/app/1313230/Beautiful_Light/,2,17
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,43,1488490,Nivalis,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/1488490/Nivalis/,2,18
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,44,2956040,PVKK: Planetenverteidigungskanonenkommandant,2027,Free,https://store.steampowered.com/app/2956040/PVKK_Planetenverteidigungskanonenkommandant/,2,19
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,45,2340970,Railborn,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2340970/Railborn/,2,20
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,46,2288340,ACE COMBAT 8: WINGS OF THEVE,"Oct 1, 2026",$69.99,https://store.steampowered.com/app/2288340/ACE_COMBAT_8_WINGS_OF_THEVE/,2,21
c0f82e29-c4b2-4c35-911e-feb932a9f279,2026-06-09T04:02:56.069184+00:00,47,3864580,P.O.N.,Coming soon,Free,https://store.steampowered.com/app/3864580/PON/,2,22
